	SRR7685881_control_Rep2	SRR7685880_control_Rep1	SRR7685879_treated_Rep2	SRR7685878_treated_Rep1
Crcp	0	0	0	0
Crct1	0	0	0	0
Creb1	0	0	51.67	155.56
Creb3	238.79	0	0	0
Creb3l1	0	0	0	0
Creb3l2	0	16.82	18.19	18.22
Creb3l3	0	0	0	0
Creb3l4	0	0	0	0
Creb5	0	101.94	0	0
Crebbp	38.68	176.96	59.32	191.86
Crebl2	0	0	0	0
Crebrf	0	0	0	0
Crebzf	0	35.69	177.61	0
Creg1	60.13	0	0	0
Creg2	0	0	0	0
Creld1	148.47	0	0	0
Creld2	0	91.21	0	98.8
Crem	0	0	0	0
Crh	0	0	0	0
Crhbp	0	0	0	0
Crhr1	0	0	0	0
Crhr2	0	0	0	0
Crim1	27.18	249.21	52.84	269.8
Crip1	0	0	0	343.88
Crip2	0	0	93.4	93.52
Crip3	0	0	0	0
Cript	0	0	0	0
Cripto	0	0	0	0
Crisp1	0	0	0	0
Crisp2	0	0	0	0
Crisp3	0	0	0	0
Crisp4	0	0	0	0
Crispld1	0	0	0	0
Crispld2	0	0	0	0
Crk	322.9	66.06	71.47	35.78
Crkl	0	47.44	25.66	25.7
Crlf1	0	0	0	0
Crlf2	0	0	0	0
Crlf3	58.26	54.66	119.82	352.42
Crls1	0	187.33	0	109.39
Crmp1	0	0	0	0
Crnde	0	0	0	0
Crnkl1	0	0	0	357.35
Crnn	0	0	0	0
Crocc	0	0	0	0
Crocc2	0	0	0	0
Crot	0	80.66	0	0
Crp	0	0	0	0
Crppa	0	0	0	32.34
Crry-ps	0	0	0	0
Crtac1	0	0	0	0
Crtam	0	0	0	0
Crtap	232.17	0	0	235.88
Crtc1	0	0	0	0
Crtc2	0	0	0	0
Crtc3	0	296.77	25.29	25.33
Crx	0	0	0	0
Crxos	0	0	0	0
Cry1	0	39.92	0	0
Cry2	0	0	0	61.2
Cryaa	0	0	0	0
Cryab	0	0	0	249.72
Cryba1	0	0	0	0
Cryba2	0	0	0	0
Cryba4	0	0	0	0
Crybb1	0	0	0	0
Crybb2	0	0	0	0
Crybb3	0	0	0	0
Crybg1	0	0	0	0
Crybg2	0	0	0	0
Crybg3	0	0	0	272.07
Cryga	0	0	0	0
Crygb	0	0	0	0
Crygc	0	0	0	0
Crygd	0	0	0	0
Cryge	0	0	0	0
Crygf	0	0	0	0
Crygn	0	0	0	0
Crygs	0	0	0	0
Cryl1	0	0	0	0
Crym	0	0	0	0
Cryz	0	0	0	0
Cryzl1	338.11	111.8	0	0
Cryzl2	0	0	0	0
Cs	44.05	0	0	108.6
Csad	0	0	0	0
Csdc2	0	0	0	0
Csde1	574.5	388.62	226.7	734.81
Cse1l	390.1	267.07	201.25	206.73
Csf1	42.1	154.64	63.02	0
Csf1r	0	0	0	0
Csf2	0	0	0	0
Csf2ra	0	0	0	228.7
Csf2rb	0	0	0	0
Csf2rb2	0	0	0	0
Csf3	0	0	0	0
Csf3r	0	0	0	0
Csgalnact1	0	0	0	0
Csgalnact2	0	0	0	0
Csk	217.31	0	0	285.48
Csl	0	0	0	0
Csmd1	0	0	0	0
Csmd2	0	0	0	0
Csmd3	0	0	0	0
Csn1s1	0	0	0	0
Csn1s2a	0	0	0	0
Csn1s2b	0	0	0	0
Csn2	0	0	0	0
Csn3	0	0	0	0
Csnk1a1	878.62	328.94	534.65	543.19
Csnk1d	214.68	335.64	37.21	910.13
Csnk1e	0	0	191.12	48.71
Csnk1g1	104.34	33.04	199.49	474.04
Csnk1g2	343.15	0	0	348.63
Csnk1g3	30.09	56.46	0	0
Csnk2a1	84.59	0	30.86	30.9
Csnk2a2	392.52	317.57	364.73	775.2
Csnk2a2ip	0	0	0	0
Csnk2b	0	0	0	0
Cspg4	0	0	0	0
Cspg4b	0	43.12	0	31.14
Cspg5	0	81.33	0	0
Cspp1	323.26	0	106.77	0
Csprs	0	0	0	0
Csrnp1	0	338.56	366.44	366.59
Csrnp2	0	0	0	0
Csrnp3	0	0	0	0
Csrp1	143.64	134.76	72.89	0
Csrp2	0	0	0	0
Csrp3	0	0	0	0
Cst11	0	0	0	0
Cst12	0	0	0	0
Cst13	0	0	0	0
Cst3	0	172.27	0	0
Cst5	0	0	0	0
Cst6	0	0	0	0
Cst7	0	0	0	0
Cst8	0	0	0	0
Cst9	0	0	0	0
Csta1	0	0	0	0
Csta2	0	0	0	0
Csta3	0	0	0	0
Cstad	0	0	0	0
Cstb	474.86	222.73	0	241.23
Cstdc1	0	0	0	0
Cstdc2	0	0	0	0
Cstdc4	0	0	0	0
Cstdc5	0	0	0	0
Cstdc6	0	0	0	0
Cstf1	37.2	34.9	37.75	212.7
Cstf2	0	32.85	181.85	255.21
Cstf2t	0	0	30.66	0
Cstf3	0	0	46.48	46.54
Cstl1	0	0	0	0
Cstpp1	0	0	0	0
Ct45a	0	0	0	0
Ct55	0	0	0	0
Ctag2	0	0	0	0
Ctag2l1	0	0	0	0
Ctag2l2	0	0	0	0
Ctbp1	0	0	0	548.82
Ctbp2	65.32	173.89	0	66.39
Ctbs	0	0	0	0
Ctc1	251.3	266.56	32.67	0
Ctcf	276.65	179.89	34.38	206.59
Ctcfl	0	0	0	40.62
Ctcflos	0	0	0	0
Ctdnep1	232.6	0	0	470.04
Ctdp1	0	0	0	0
Ctdsp1	0	0	399.7	399.88
Ctdsp2	387.07	179.07	31.39	62.86
Ctdspl	0	52.2	295.06	176.44
Ctdspl2	37.93	71.01	0	0
Ctf1	98.29	0	0	0
Ctf2	0	0	0	0
Cth	0	0	0	0
Cthrc1	0	0	278.31	0
Ctif	0	0	0	0
Ctla2a	0	0	0	0
Ctla2b	0	0	0	0
Ctla4	0	0	0	0
Ctnna1	364.45	529.95	516.88	573.84
Ctnna2	0	0	0	0
Ctnna3	0	0	0	0
Ctnnal1	458.47	32.83	0	0
Ctnnb1	700.24	515.1	2082	848.92
Ctnnbip1	0	0	0	49.1
Ctnnbl1	0	436.29	472.01	0
Ctnnd1	42.8	70.14	245.13	105.22
Ctnnd2	0	0	0	0
Ctns	0	0	0	199.1
Ctps1	0	141.81	0	282.92
Ctps2	78.95	0	0	0
Ctr9	53.73	55.77	400.79	799.27
Ctrb1	0	0	0	0
Ctrc	0	0	0	0
Ctrcos	0	0	0	0
Ctrl	0	0	0	0
Cts3	0	0	0	0
Cts6	0	0	0	0
Cts7	0	0	0	0
Cts8	0	0	0	0
Cts8-ps	0	0	0	0
Ctsa	0	47.91	284.52	0
Ctsb	172.63	126.21	0	175.57
Ctsc	0	0	0	0
Ctsd	485.88	255.08	246.89	246.82
Ctse	0	0	0	0
Ctsf	384.07	0	0	0
Ctsg	0	0	0	0
Ctsh	0	0	0	0
Ctsj	0	174.97	0	106.64
Ctsk	0	0	0	0
Ctsl	220.36	232.08	0	223.89
Ctsll3	0	0	0	0
Ctsm	0	0	0	0
Ctsm-ps	0	0	0	0
Ctso	0	0	0	0
Ctsq	0	0	0	0
Ctsr	0	0	0	0
Ctss	0	0	0	0
Ctsw	0	0	0	0
Ctsz	0	86.21	186.52	186.77
Cttn	0	450.14	0	89.94
Cttnbp2	0	0	0	0
Cttnbp2nl	0	0	0	0
Ctu1	0	49.08	53.1	0
Ctu2	196.56	0	187.19	0
Ctxn1	110.38	0	0	0
Ctxn2	0	0	0	0
Ctxn3	0	0	0	0
Ctxnd1	0	0	0	0
Ctxnd2	0	0	0	0
Cubn	0	0	0	0
Cuedc2	0	0	242.8	0
Cul1	0	595.51	937.49	55.24
Cul2	68.45	251.77	138.78	234.75
Cul3	543.55	25.43	242.36	488.92
Cul4a	292.63	47.21	82.78	0
Cul4b	192.08	156.3	126.82	126.99
Cul5	54.01	77.78	77.83	54.89
Cul7	85.57	0	51.6	0
Cul9	0	0	0	0
Cuta	0	0	232.61	0
Cutal	0	0	0	0
Cutc	0	0	178.54	0
Cux1	0	0	82.67	0
Cux2	0	0	0	0
Cuzd1	0	0	0	0
Cwc15	0	0	0	0
Cwc22	433.84	0	0	0
Cwc22rt1	0	0	0	0
Cwc22rt2	0	0	0	0
Cwc22rt3	0	0	0	0
Cwc22rt4	0	0	0	0
Cwc22rt5	0	0	0	0
Cwc22rt6	0	0	0	0
Cwc22rt7	0	0	0	0
Cwc25	52.87	49.6	0	53.73
Cwc27	125.8	59.01	0	0
Cwf19l1	180.21	0	182.95	143.58
Cwf19l2	32.66	0	0	0
Cwh43	0	0	0	0
Cx3cl1	0	0	39.34	0
Cx3cr1	0	0	0	0
Cxadr	218.06	0	44.99	0
Cxcl1	0	0	0	0
Cxcl10	0	0	0	0
Cxcl12	0	65.32	0	0
Cxcl13	0	0	0	0
Cxcl14	0	0	0	0
Cxcl15	0	0	0	0
Cxcl16	105.29	0	213.72	0
Cxcl17	0	0	0	0
Cxcl2	0	0	0	0
Cxcl3	0	0	0	0
Cxcl5	0	0	0	0
Cxcl9	0	0	0	0
Cxcr1	0	0	0	0
Cxcr2	0	0	0	0
Cxcr3	0	0	0	0
Cxcr4	0	0	0	0
Cxcr5	0	0	0	0
Cxcr6	0	0	0	0
Cxxc1	62.46	0	0	0
Cxxc4	0	0	0	0
Cxxc5	0	105.79	116.42	57.3
Cyb561	0	0	95.61	157.19
Cyb561a3	0	0	0	0
Cyb561d1	0	0	0	0
Cyb561d2	0	0	375.97	0
Cyb5a	273.04	0	211.75	0
Cyb5b	145.78	91.18	60.11	98.78
Cyb5d1	0	0	0	0
Cyb5d2	0	0	0	0
Cyb5r1	348.87	0	0	72.41
Cyb5r2	0	0	0	0
Cyb5r3	263.34	410.71	200.46	66.91
Cyb5r4	0	0	153.41	49.68
Cyb5rl	0	0	0	0
Cyba	0	0	209.66	0
Cybb	0	0	0	0
Cybc1	58.02	0	0	0
Cybrd1	0	0	0	0
Cyc1	0	81.5	88.17	521.9
Cycs	0	0	0	0
Cyct	0	0	0	0
Cyfip1	147.43	138.31	149.74	155.16
Cyfip2	41.87	0	0	20.51
Cygb	0	0	0	0
Cylc1	0	0	0	0
Cylc2	0	0	0	0
Cyld	0	89.33	16.2	29
Cym	0	0	0	0
Cyp11a1	0	0	0	0
Cyp11b1	0	0	0	0
Cyp11b2	0	0	0	0
Cyp17a1	0	0	0	0
Cyp19a1	0	0	0	0
Cyp1a1	0	0	0	0
Cyp1a2	0	0	0	0
Cyp1b1	92.23	0	0	0
Cyp20a1	0	0	64.32	0
Cyp21a1	0	0	0	0
Cyp21a2-ps	0	0	0	0
Cyp24a1	0	0	0	0
Cyp26a1	0	0	0	0
Cyp26b1	0	0	0	0
Cyp26c1	0	0	0	0
Cyp27a1	0	0	0	0
Cyp27b1	0	0	0	0
Cyp2a12	0	0	0	0
Cyp2a22	0	0	0	0
Cyp2a4	0	0	0	0
Cyp2a5	0	0	0	0
Cyp2ab1	0	0	0	0
Cyp2b10	0	0	0	0
Cyp2b13	0	0	0	0
Cyp2b19	0	0	0	0
Cyp2b23	0	0	0	0
Cyp2b26-ps	0	0	0	0
Cyp2b27-ps	0	0	0	0
Cyp2b9	0	0	0	0
Cyp2c23	0	0	0	0
Cyp2c29	0	0	0	0
Cyp2c37	0	0	0	0
Cyp2c38	0	0	0	0
Cyp2c39	0	0	0	0
Cyp2c40	0	0	0	0
Cyp2c50	0	0	0	0
Cyp2c52-ps	0	0	0	0
Cyp2c53-ps	0	0	0	0
Cyp2c54	0	0	0	0
Cyp2c55	0	0	0	0
Cyp2c65	0	0	0	0
Cyp2c66	0	0	0	0
Cyp2c67	0	0	0	0
Cyp2c68	0	0	0	0
Cyp2c69	0	0	0	0
Cyp2c70	0	0	0	0
Cyp2c72-ps	0	0	0	0
Cyp2c73-ps	0	0	0	0
Cyp2d10	0	0	0	0
Cyp2d11	0	0	0	0
Cyp2d12	0	0	0	0
Cyp2d13	0	0	0	0
Cyp2d22	0	0	0	0
Cyp2d26	0	0	0	0
Cyp2d32-ps	0	0	0	0
Cyp2d33-ps	0	0	0	0
Cyp2d34	0	0	0	0
Cyp2d34-ps	0	0	0	0
Cyp2d35-ps	0	0	0	0
Cyp2d36-ps	0	0	0	0
Cyp2d38-ps	0	0	0	0
Cyp2d39-ps	0	0	0	0
Cyp2d40	0	0	0	0
Cyp2d41-ps	0	0	0	0
Cyp2d9	0	0	0	0
Cyp2e1	0	0	0	0
Cyp2f2	0	0	0	0
Cyp2g1	0	0	0	0
Cyp2j11	0	0	0	0
Cyp2j12	0	0	0	0
Cyp2j13	0	0	0	0
Cyp2j14-ps	0	0	0	0
Cyp2j15-ps	0	0	0	0
Cyp2j5	0	0	0	0
Cyp2j6	0	0	0	0
Cyp2j7	0	0	0	0
Cyp2j8	0	0	0	0
Cyp2j9	0	0	0	0
Cyp2r1	0	0	0	0
Cyp2s1	0	0	0	0
Cyp2t4	0	0	0	0
Cyp2u1	0	0	0	29.66
Cyp2w1	0	0	0	0
Cyp39a1	0	0	0	0
Cyp3a11	0	0	0	0
Cyp3a13	0	0	0	0
Cyp3a16	0	0	0	0
Cyp3a25	0	0	0	0
Cyp3a41a	0	0	0	0
Cyp3a41b	0	0	0	0
Cyp3a44	0	0	0	0
Cyp3a57	0	0	0	0
Cyp3a59	0	0	0	0
Cyp3a61-ps1	0	0	0	0
Cyp46a1	0	0	0	0
Cyp4a10	0	0	0	0
Cyp4a12a	0	0	0	0
Cyp4a12b	0	0	0	0
Cyp4a14	0	0	0	0
Cyp4a28-ps	0	0	0	0
Cyp4a29	0	0	0	0
Cyp4a30-ps	0	0	0	0
Cyp4a30b	0	0	0	0
Cyp4a31	0	0	0	0
Cyp4a32	0	0	0	0
Cyp4b1	0	0	0	0
Cyp4b1-ps1	0	0	0	0
Cyp4f13	0	0	0	0
Cyp4f14	0	0	0	0
Cyp4f15	0	0	0	0
Cyp4f16	0	0	0	0
Cyp4f17	0	72.79	0	0
Cyp4f18	0	0	0	0
Cyp4f37	0	0	0	0
Cyp4f38-ps	0	0	0	0
Cyp4f39	0	0	0	0
Cyp4f40	0	0	0	0
Cyp4f41-ps	0	0	0	0
Cyp4v3	0	0	0	0
Cyp4x1	0	0	0	0
Cyp4x1os	0	0	0	0
Cyp51	0	190.27	33.06	180.58
Cyp7a1	0	0	0	0
Cyp7b1	0	0	0	0
Cyp8b1	0	0	0	0
Cypt1	0	0	0	0
Cypt12	0	0	0	0
Cypt14-ps	0	0	0	0
Cypt15-ps	0	0	0	0
Cypt2	0	0	0	0
Cypt3	0	0	0	0
Cypt4	0	0	0	0
Cyren	0	0	0	0
Cyria	74.02	0	0	0
Cyrib	74.07	210.41	0	0
Cys1	0	0	0	0
Cysltr1	0	0	0	0
Cysltr2	0	0	0	0
Cysrt1	0	0	0	0
Cystm1	0	155.66	0	0
Cyth1	0	0	0	0
Cyth2	0	0	0	0
Cyth3	88.88	24.28	95.86	0
Cyth4	0	0	0	0
Cytip	0	0	0	0
Cytl1	0	0	0	0
Cyyr1	0	0	0	0
Czib	0	0	0	0
D030007L05Rik	0	0	0	0
D030018L15Rik	0	0	0	0
D030024E09Rik	0	0	0	0
D030025E07Rik	0	0	0	0
D030025P21Rik	0	0	0	0
D030028A08Rik	0	0	0	0
D030040B21Rik	0	0	0	0
D030045P18Rik	0	0	0	0
D030047H15Rik	0	0	0	0
D030056L22Rik	0	75.69	0	0
D030068K23Rik	0	0	0	0
D11Bhm181e	0	0	0	0
D130009I18Rik	0	0	0	0
D130020L05Rik	0	0	54.09	0
D130043K22Rik	0	0	0	0
D130079A08Rik	0	0	0	0
D14Ertd670e	0	0	0	0
D16Ertd472e	0	21	0	0
D16Ertd519e	0	0	0	0
D17H6S53E	0	56.99	0	0
D17H6S56E-5	0	58.02	0	94.08
D1Pas1	0	0	0	0
D230030E09Rik	0	0	0	0
D2hgdh	0	0	0	0
D330025C20Rik	0	0	0	0
D330041H03Rik	140.66	0	240.06	0
D330046F09Rik	0	0	0	0
D330050G23Rik	0	0	0	0
D3Ertd751e	0	0	0	66.66
D430019H16Rik	0	0	0	22.35
D430020J02Rik	43.81	0	54.11	0
D430036J16Rik	0	0	0	0
D430041D05Rik	0	0	0	0
D530049I02Rik	0	0	0	0
D5Ertd579e	116.96	53.54	0	361.04
D5Ertd605e	0	0	0	0
D5Ertd615e	0	0	0	0
D630003M21Rik	0	0	0	0
D630023F18Rik	0	0	0	0
D630024D03Rik	0	0	0	0
D630033O11Rik	0	0	0	0
D630039A03Rik	0	0	0	0
D630044L22Rik	0	0	0	0
D630045J12Rik	28.82	0	75.87	11.78
D6Ertd527e	0	0	0	0
D6Wsu163e	0	0	0	0
D730003I15Rik	0	0	0	0
D730005E14Rik	0	0	0	0
D730045A05Rik	0	0	0	0
D730050B12Rik	0	0	0	0
D7Ertd443e	0	0	0	0
D830005E20Rik	0	0	0	0
D830013O20Rik	0	0	0	0
D830026I12Rik	0	0	0	0
D830030K20Rik	0	0	0	0
D830032E09Rik	0	0	0	0
D830035M03Rik	0	0	0	0
D830039M14Rik	0	0	0	0
D8Ertd738e	0	0	0	0
D930007P13Rik	0	0	0	0
D930015M05Rik	0	0	0	0
D930020B18Rik	0	0	0	0
D930028M14Rik	0	0	0	0
D930032P07Rik	0	0	0	0
D930048N14Rik	0	0	0	0
DQ267100	0	0	0	0
DQ267101	0	0	0	0
DQ267102	0	0	0	0
Daam1	43.95	0	43.06	22.34
Daam2	0	0	0	0
Dab1	0	0	0	0
Dab2	47.65	0	0	0
Dab2ip	0	29.91	52.3	98.26
Dach1	0	0	0	0
Dach2	0	0	0	0
Dact1	0	0	0	0
Dact2	0	0	40.14	0
Dact3	0	40.43	0	0
Dad1	0	0	0	317.5
Dag1	180.75	310.88	45.63	153.09
Dagla	0	0	0	0
Daglb	0	0	0	0
Dalir	0	0	0	0
Dalrd3	0	0	0	0
Dancr	0	0	0	0
Dand5	0	0	0	0
Dao	0	0	0	0
Dap	0	0	0	0
Dap3	163.76	0	97.99	0
Dapk1	305.59	0	0	252.19
Dapk2	0	0	0	0
Dapk3	114.5	0	0	0
Dapl1	0	0	0	0
Dapp1	0	0	0	0
Dars1	119.58	112.18	446.49	121.53
Dars2	35.44	29.9	0	0
Daw1	0	0	0	0
Daxx	0	359.33	241.88	178.75
Dazap1	578.24	339.08	243.26	0
Dazap2	0	114.36	0	61.94
Dazl	0	0	0	0
Dbf4	0	183.56	54.79	66.28
Dbh	0	0	0	0
Dbhos	0	0	0	0
Dbi	0	0	0	0
Dbil5	0	0	0	0
Dbn1	0	57.63	0	0
Dbndd1	0	0	91.78	0
Dbndd2	0	0	129.95	0
Dbnl	0	75.35	57.4	0
Dbp	0	0	0	0
Dbpht2	0	0	0	0
Dbr1	0	0	166.07	0
Dbt	0	305.22	39.51	0
Dbx1	0	0	0	0
Dbx2	0	0	0	0
Dcaf1	0	0	52.11	78.63
Dcaf10	63	0	63.94	0
Dcaf11	0	0	56.99	57.07
Dcaf12	111.89	69.98	37.85	37.91
Dcaf12l1	0	0	0	0
Dcaf12l2	0	0	0	0
Dcaf13	19.62	290.19	172.63	0
Dcaf15	0	55.46	0	60.08
Dcaf17	77.11	319.32	0	0
Dcaf4	252.21	0	255.84	66.11
Dcaf5	22.3	0	0	45.34
Dcaf6	42.44	58.4	0	43.13
Dcaf7	66.39	111.13	120.2	44.99
Dcaf8	55.56	108.17	256.49	199.21
Dcaf8l	0	0	0	0
Dcakd	150.44	94.58	0	0
Dcbld1	0	0	0	0
Dcbld2	19.36	0	0	114.03
Dcc	0	0	0	0
Dcdc2a	0	0	0	0
Dcdc2b	0	0	0	0
Dcdc2c	0	0	0	0
Dchs1	0	0	0	0
Dchs2	0	0	0	0
Dck	0	0	0	42.5
Dclk1	0	0	0	0
Dclk2	0	0	0	0
Dclk3	0	0	0	0
Dclre1a	0	0	31.77	0
Dclre1b	0	0	0	0
Dclre1c	52.45	16.83	61.62	221.6
Dcn	0	0	0	0
Dcp1a	0	59.82	0	221.17
Dcp1b	0	0	0	0
Dcp2	0	13.8	29.85	393.76
Dcpp1	0	0	0	0
Dcpp2	0	0	0	0
Dcpp3	0	0	0	0
Dcps	0	0	0	0
Dcst1	0	0	0	0
Dcst2	0	0	0	0
Dcstamp	0	0	0	0
Dct	0	0	0	0
Dctd	62.87	0	63.81	0
Dctn1	0	29.14	313.18	0
Dctn2	73.46	0	275.01	149.31
Dctn3	139.72	0	0	472.37
Dctn4	0	41.01	77.27	0
Dctn5	0	0	193.29	0
Dctn6	0	0	0	0
Dctpp1	0	0	0	211.99
Dcun1d1	178.93	0	0	0
Dcun1d2	0	0	0	166.49
Dcun1d3	0	0	0	44.91
Dcun1d4	0	0	304.21	32.33
Dcun1d5	190.31	50.21	0	0
Dcx	0	0	0	0
Dcxr	0	311.73	168.62	0
Dda1	0	70.82	0	76.72
Ddah1	68.09	212.43	0	115.19
Ddah2	0	0	0	0
Ddb1	1108.94	1092.18	1287.52	998.11
Ddb2	0	0	0	84.1
Ddc	0	0	0	0
Ddhd1	0	45.38	64.29	0
Ddhd2	0	0	0	481.56
Ddi1	0	0	0	0
Ddi2	60.82	57.06	41.15	53.89
Ddias	37.92	0	0	0
Ddit3	0	0	0	142.61
Ddit4	0	0	151.68	0
Ddit4l	0	0	0	0
Ddn	0	0	0	0
Ddo	0	0	0	0
Ddost	61.4	0	124.62	62.4
Ddr1	67.46	46.05	0	72.56
Ddr2	0	0	0	0
Ddrgk1	334.92	0	0	0
Ddt	0	0	0	255.21
Ddx1	211.81	578.68	784.36	0
Ddx10	0	38.59	0	83.61
Ddx11	0	0	0	0
Ddx17	108.01	42.9	137.03	296.25
Ddx18	573.51	430.02	58.38	0
Ddx19a	101.59	173.36	0	194.25
Ddx19b	19.21	18.03	0	0
Ddx20	44.37	41.63	0	45.1
Ddx21	135.13	253.55	526.85	109.87
Ddx23	0	0	42.23	84.58
Ddx24	258.01	286.78	49.13	310.59
Ddx25	0	0	0	0
Ddx27	0	44.64	0	221.99
Ddx28	0	0	0	0
Ddx31	0	0	0	0
Ddx39a	0	173.28	0	86.43
Ddx39b	303.5	212.33	76.57	186.35
Ddx3x	225.82	253.33	165.65	177.77
Ddx3y	0	0	0	0
Ddx4	0	0	0	0
Ddx41	0	166.37	0	60.08
Ddx42	338.54	317.56	32.38	227
Ddx43	0	0	0	0
Ddx46	0	29.6	23.02	23.05
Ddx47	347.9	29.97	0	141.19
Ddx49	0	0	0	0
Ddx5	319.36	268.44	847.07	952.72
Ddx50	109.18	0	89.4	31.44
Ddx51	0	24.7	0	0
Ddx52	0	75.54	40.86	266.39
Ddx54	0	0	321.15	42.34
Ddx55	311.65	0	169.97	0
Ddx56	66.75	0	67.74	67.83
Ddx59	0	0	0	0
Ddx6	109.93	98.95	64.23	144.44
Ddx60	0	0	0	0
Deaf1	44.74	0	45.4	0
Decr1	0	0	0	0
Decr2	0	0	0	0
Dedd	0	76.92	0	0
Dedd2	0	67.19	0	0
Def6	0	0	0	0
Def8	82.29	0	0	41.82
Defa-ps1	0	0	0	0
Defa-ps10	0	0	0	0
Defa-ps11	0	0	0	0
Defa-ps13	0	0	0	0
Defa-ps14	0	0	0	0
Defa-ps15	0	0	0	0
Defa-ps16	0	0	0	0
Defa-ps17	0	0	0	0
Defa-ps18	0	0	0	0
Defa-ps8	0	0	0	0
Defa17	0	0	0	0
Defa2	0	0	0	0
Defa20	0	0	0	0
Defa21	0	0	0	0
Defa22	0	0	0	0
Defa23	0	0	0	0
Defa24	0	0	0	0
Defa25	0	0	0	0
Defa26	0	0	0	0
Defa27	0	0	0	0
Defa28	0	0	0	0
Defa29	0	0	0	0
Defa3	0	0	0	0
Defa30	0	0	0	0
Defa31	0	0	0	0
Defa32	0	0	0	0
Defa33	0	0	0	0
Defa34	0	0	0	0
Defa35	0	0	0	0
Defa36	0	0	0	0
Defa37	0	0	0	0
Defa38	0	0	0	0
Defa39	0	0	0	0
Defa40	0	0	0	0
Defa41	0	0	0	0
Defa42	0	0	0	0
Defa43	0	0	0	0
Defa5	0	0	0	0
Defb1	0	0	0	0
Defb10	0	0	0	0
Defb11	0	0	0	0
Defb12	0	0	0	0
Defb13	0	0	0	0
Defb14	0	0	0	0
Defb15	0	0	0	0
Defb18	0	0	0	0
Defb19	0	0	0	0
Defb2	0	0	0	0
Defb20	0	0	0	0
Defb21	0	0	0	0
Defb22	0	0	0	0
Defb23	0	0	0	0
Defb25	0	0	0	0
Defb26	0	0	0	0
Defb28	0	0	0	0
Defb29	0	0	0	0
Defb3	0	0	0	0
Defb30	0	0	0	0
Defb33	0	0	0	0
Defb34	0	0	0	0
Defb35	0	0	0	0
Defb36	0	0	0	0
Defb37	0	0	0	0
Defb38	0	0	0	0
Defb39	0	0	0	0
Defb4	0	0	0	0
Defb40	0	0	0	0
Defb41	0	0	0	0
Defb42	0	0	0	0
Defb43	0	0	0	0
Defb44-ps	0	0	0	0
Defb45	0	0	0	0
Defb46	0	0	0	0
Defb47	0	0	0	0
Defb48	0	0	0	0
Defb5	0	0	0	0
Defb50	0	0	0	0
Defb6	0	0	0	0
Defb7	0	0	0	0
Defb8	0	0	0	0
Defb9	0	0	0	0
Degs1	0	177.07	95.78	181.03
Degs1l	0	0	0	0
Degs2	0	0	0	0
Dek	441.92	189.92	258.37	522.57
Dele1	0	50.8	0	0
Dennd10	0	53.74	0	195.74
Dennd11	0	17.67	0	0
Dennd1a	331	352.72	424.83	31.85
Dennd1b	17.39	22.39	0	0
Dennd1c	0	0	0	52.17
Dennd2a	0	0	29.02	78.41
Dennd2b	42.87	0	0	43.57
Dennd2c	0	0	90.55	0
Dennd2d	0	0	0	0
Dennd3	0	0	0	0
Dennd4a	0	0	0	0
Dennd4b	0	0	23.84	0
Dennd4c	0	0	22.87	45.81
Dennd5a	40.64	0	347.3	89.96
Dennd5b	0	0	0	0
Dennd6a	0	0	0	0
Dennd6b	0	0	0	0
Denr	475.69	52.03	365.79	0
Depdc1a	0	0	0	0
Depdc1b	50.47	0	0	0
Depdc5	15.99	37.99	41.1	557.44
Depdc7	0	0	0	0
Depp1	0	0	0	0
Deptor	44.48	0	15.05	0
Dera	0	245.63	0	0
Derl1	81.02	38	41.11	0
Derl2	301.19	0	29.68	0
Derl3	0	0	0	0
Derpc	0	0	48	0
Des	0	0	0	0
Desi1	0	174.89	91.72	0
Desi2	14.39	0	14.61	50.74
Det1	0	53.69	0	0
Deup1	0	0	0	0
Dexi	0	0	0	0
Dffa	71.33	0	0	53.57
Dffb	0	0	0	0
Dgat1	0	0	365.7	0
Dgat2	0	0	0	418.47
Dgat2l6	0	0	0	0
Dgcr2	178.42	84.54	181.18	87.65
Dgcr6	0	0	0	0
Dgcr8	180.98	0	89.19	184.31
Dgka	0	0	0	142.81
Dgkb	0	0	0	0
Dgkd	307.08	523.54	346.24	22.71
Dgke	0	33.79	24.83	0
Dgkg	0	0	0	0
Dgkh	8.27	7.76	0	32.8
Dgki	0	0	0	0
Dgkk	0	0	0	0
Dgkq	0	52.45	249.94	0
Dgkz	0	38.83	42.01	389.69
Dglucy	0	0	0	0
Dguok	0	0	0	0
Dhcr24	63.54	29.81	64.49	32.29
Dhcr7	0	0	0	0
Dhdds	237.43	0	156.23	0
Dhdh	0	0	0	0
Dhfr	23.82	0	0	48.43
Dhh	0	0	0	0
Dhodh	0	0	0	92.44
Dhps	0	386.24	0	0
Dhrs1	0	0	90.87	292.65
Dhrs11	0	0	0	0
Dhrs13	0	0	0	0
Dhrs13os	0	0	0	0
Dhrs2	0	0	0	0
Dhrs3	0	0	0	0
Dhrs4	0	0	0	0
Dhrs7	0	0	0	122.27
Dhrs7b	0	0	0	86.31
Dhrs7c	0	0	0	0
Dhrs9	0	0	0	0
Dhtkd1	0	0	0	0
Dhx15	299.5	238.66	110.81	110.97
Dhx16	0	0	305.46	39.88
Dhx29	0	25.58	0	378.45
Dhx30	34.4	340.49	198.56	0
