	SRR7685881_control_Rep2	SRR7685880_control_Rep1	SRR7685879_treated_Rep2	SRR7685878_treated_Rep1
Bves	1	0	0	1
Bysl	0	2	1	0
Bzw1	2	7	1	4
Bzw2	2	0	1	3
C030006K11Rik	0	0	0	0
C030007H22Rik	0	0	0	0
C030013C21Rik	0	0	0	0
C030013G03Rik	0	0	0	0
C030029H02Rik	0	0	0	0
C030034L19Rik	0	0	0	0
C130026L21Rik	0	0	0	0
C130046K22Rik	0	0	0	0
C130050O18Rik	0	0	0	0
C130060C02Rik	0	0	0	0
C130073F10Rik	0	0	0	0
C130074G19Rik	0	0	0	0
C130083M11Rik	0	0	0	0
C130093G08Rik	0	0	0	0
C1d	1	0	1	2
C1galt1	4	3	0	0
C1galt1c1	0	0	0	0
C1qa	0	0	0	0
C1qb	0	0	0	0
C1qbp	2	7	2	6
C1qc	0	0	0	0
C1ql1	0	0	0	0
C1ql2	0	0	0	0
C1ql3	0	0	0	0
C1ql4	0	0	0	0
C1qtnf1	0	0	0	0
C1qtnf12	0	0	0	0
C1qtnf2	0	0	0	0
C1qtnf3	0	0	0	0
C1qtnf4	0	0	1	0
C1qtnf5	0	0	0	0
C1qtnf6	0	0	0	0
C1qtnf7	0	0	0	0
C1qtnf9	0	0	0	0
C1ra	0	0	0	0
C1rb	0	0	0	0
C1rl	0	0	0	0
C1s1	0	0	0	0
C1s2	0	0	0	0
C2	0	0	0	0
C230014O12Rik	0	0	0	0
C230029F24Rik	0	0	0	0
C230035I16Rik	0	0	0	0
C230072F16Rik	0	0	0	0
C230079O03Rik	0	0	0	0
C2cd2	0	0	0	0
C2cd2l	0	0	0	0
C2cd3	2	3	1	0
C2cd4a	0	0	0	0
C2cd4b	0	0	0	0
C2cd4c	0	0	0	0
C2cd4d	0	0	0	0
C2cd5	1	2	1	0
C2cd6	0	0	0	0
C3	0	0	0	0
C330004P14Rik	0	0	0	0
C330008A17Rik	0	0	0	0
C330011F03Rik	0	0	0	0
C330013E15Rik	0	0	0	0
C330018A13Rik	0	0	0	0
C330018D20Rik	0	0	1	0
C330022C24Rik	0	0	0	0
C330024C12Rik	0	0	0	0
C330024D21Rik	0	0	0	0
C3ar1	0	0	0	0
C430002N11Rik	0	0	0	0
C430042M11Rik	0	0	0	0
C4a	0	0	0	0
C4b	0	0	0	0
C4bp	0	0	0	0
C530005A16Rik	0	0	0	0
C530044C16Rik	0	0	0	0
C5ar1	0	0	0	0
C5ar2	0	0	0	0
C6	0	0	0	0
C630028M04Rik	0	0	0	0
C630031E19Rik	0	0	0	0
C630043F03Rik	0	0	0	0
C7	0	0	0	0
C730002L08Rik	0	0	0	0
C730014E05Rik	0	0	0	0
C78197	0	0	0	0
C78283	0	0	0	0
C87436	0	0	1	0
C87487	0	0	0	0
C8a	0	0	0	0
C8b	0	0	0	0
C8g	0	0	0	1
C9	0	0	0	0
C920006O11Rik	0	0	0	0
C920021L13Rik	0	0	0	0
C9orf72	1	1	0	2
CK137956	0	0	0	0
COX1	14	20	24	18
COX2	0	0	0	0
COX3	0	0	0	0
CYTB	9	12	14	8
Caap1	0	0	0	0
Cab39	2	0	4	2
Cab39l	1	0	0	0
Cabcoco1	0	0	0	0
Cabin1	1	1	1	3
Cables1	0	0	0	0
Cables2	0	0	0	0
Cabp1	0	0	0	0
Cabp2	0	0	0	0
Cabp4	0	0	0	0
Cabp5	0	0	0	0
Cabp7	0	0	0	0
Cabs1	0	0	0	0
Cabyr	0	0	0	0
Cacfd1	0	0	1	0
Cachd1	0	0	0	0
Cacna1a	0	0	0	0
Cacna1b	0	0	0	0
Cacna1c	0	0	0	0
Cacna1d	0	0	0	0
Cacna1e	0	0	0	0
Cacna1f	0	0	0	0
Cacna1g	0	0	0	0
Cacna1h	0	0	0	0
Cacna1i	0	0	0	0
Cacna1s	0	0	0	0
Cacna2d1	0	0	1	1
Cacna2d2	0	0	0	0
Cacna2d3	0	0	0	0
Cacna2d4	0	0	0	0
Cacnb1	0	0	0	0
Cacnb2	0	0	0	0
Cacnb3	2	0	0	0
Cacnb4	0	0	0	0
Cacng1	0	0	0	0
Cacng2	0	0	0	0
Cacng3	0	0	0	0
Cacng4	0	0	0	0
Cacng5	0	0	0	0
Cacng6	0	0	0	0
Cacng7	0	0	0	1
Cacng8	0	0	0	0
Cactin	1	0	1	1
Cacul1	2	1	1	0
Cacybp	1	3	1	1
Cad	3	5	2	3
Cadm1	1	1	1	0
Cadm2	0	0	0	0
Cadm3	0	0	0	0
Cadm4	0	0	0	0
Cadps	0	0	0	0
Cadps2	1	0	0	0
Cage1	0	0	0	0
Calb1	0	0	0	0
Calb2	0	0	0	0
Calca	0	0	0	0
Calcb	0	0	0	0
Calcoco1	0	0	2	0
Calcoco2	0	0	0	0
Calcr	0	0	0	0
Calcrl	0	0	0	0
Cald1	4	1	4	5
Calhm1	0	0	0	0
Calhm2	0	0	0	0
Calhm3	0	0	0	0
Calhm4	0	0	0	0
Calhm5	0	0	0	0
Calhm6	0	0	0	0
Calm1	1	4	4	5
Calm2	2	3	1	3
Calm3	4	1	1	1
Calm4	0	0	0	0
Calm5	0	0	0	0
Calml3	0	0	0	0
Calml4	0	0	0	0
Caln1	0	0	0	0
Calr	8	8	4	7
Calr3	0	0	0	0
Calr4	0	0	0	0
Calu	4	4	2	3
Caly	0	0	0	0
Camk1	0	0	0	0
Camk1d	0	0	0	0
Camk1g	0	0	0	0
Camk2a	0	0	0	0
Camk2b	0	0	1	0
Camk2d	0	0	1	0
Camk2g	2	0	1	0
Camk2n1	0	0	0	0
Camk2n2	0	0	0	0
Camk4	0	0	0	0
Camkk1	0	0	0	0
Camkk2	1	1	0	0
Camkmt	0	0	0	0
Camkv	0	0	0	0
Caml	0	0	0	0
Camp	0	0	0	0
Camsap1	1	3	1	0
Camsap2	3	1	1	0
Camsap3	1	4	1	1
Camta1	1	0	0	0
Camta2	0	2	0	0
Cand1	7	5	6	4
Cand2	1	1	0	0
Cant1	1	0	0	0
Canx	12	18	11	16
Cap1	2	1	0	1
Cap2	0	0	0	0
Capg	1	2	0	1
Capn1	1	0	0	0
Capn10	0	0	0	0
Capn11	0	0	0	0
Capn12	0	0	0	0
Capn13	0	0	0	0
Capn15	0	0	0	0
Capn2	2	0	3	3
Capn3	0	0	0	0
Capn5	0	0	0	0
Capn6	1	0	0	0
Capn7	0	0	0	0
Capn8	0	0	0	0
Capn9	0	0	0	0
Capns1	0	1	1	3
Capns2	0	0	0	0
Caprin1	13	11	10	10
Caprin2	0	0	1	0
Caps2	0	0	0	0
Capsl	0	0	0	0
Capza1	3	1	0	2
Capza1b	0	0	0	0
Capza2	5	2	3	2
Capza3	0	0	0	0
Capzb	5	2	2	2
Car1	0	0	0	0
Car10	0	0	0	0
Car11	0	0	0	0
Car12	0	0	0	0
Car13	0	0	0	0
Car14	0	0	0	0
Car15	0	0	0	0
Car2	2	3	0	3
Car3	0	0	0	0
Car4	0	1	0	0
Car5a	0	0	0	0
Car5b	0	0	0	0
Car6	0	0	0	0
Car7	0	0	0	0
Car8	0	0	0	0
Car9	0	0	0	0
Card10	0	0	0	0
Card11	0	0	0	0
Card14	0	1	0	0
Card19	0	0	0	1
Card6	0	0	0	0
Card9	0	0	0	0
Carf	0	1	1	0
Carhsp1	0	1	0	1
Carlr	0	0	0	0
Carm1	1	1	2	5
Carmil1	0	2	3	2
Carmil2	1	0	0	0
Carmil3	0	0	0	0
Carnmt1	0	0	0	0
Carns1	0	0	0	0
Cars1	1	0	2	2
Cars2	0	0	0	2
Cartpt	0	0	0	0
Casc3	2	1	2	1
Casd1	0	1	0	0
Cask	0	0	0	0
Caskin1	0	1	0	0
Caskin2	0	1	0	0
Casp1	0	0	0	0
Casp12	0	0	0	0
Casp14	0	0	0	0
Casp16	0	0	0	0
Casp2	0	0	0	0
Casp3	2	1	0	0
Casp4	0	0	0	0
Casp6	0	0	0	0
Casp7	0	0	0	0
Casp8	1	0	0	0
Casp8ap2	1	0	0	1
Casp9	0	0	0	0
Casq1	0	0	0	0
Casq2	0	0	0	0
Casr	0	0	0	0
Cass4	0	0	0	0
Cast	0	1	0	0
Castor1	0	0	1	0
Castor2	0	0	0	0
Casz1	2	0	1	1
Cat	0	2	0	0
Catip	0	0	0	0
Catsper1	0	0	0	0
Catsper2	0	0	0	1
Catsper3	0	0	0	0
Catsper4	0	0	0	0
Catsperb	0	0	0	0
Catsperd	0	0	0	0
Catspere1	0	0	0	0
Catspere2	0	0	0	0
Catsperg1	0	0	0	0
Catsperg2	0	0	0	0
Catsperz	0	0	0	0
Cav1	0	0	0	0
Cav2	0	0	0	0
Cav3	0	0	0	0
Cavin1	1	1	0	0
Cavin2	0	0	0	0
Cavin3	0	0	0	0
Cavin4	0	0	0	0
Cbarp	0	0	0	0
Cbfa2t2	1	1	0	1
Cbfa2t2-ps1	0	0	0	0
Cbfa2t3	0	1	0	0
Cbfb	0	1	0	3
Cbl	3	2	2	1
Cblb	0	2	0	1
Cblc	0	0	0	0
Cblif	0	0	0	0
Cbll1	1	0	1	1
Cbln1	0	0	0	0
Cbln2	0	0	0	0
Cbln3	0	0	0	0
Cbln4	0	0	0	0
Cbr1	1	0	0	1
Cbr1b	0	0	0	0
Cbr2	0	0	0	0
Cbr3	0	0	0	0
Cbr4	1	0	1	0
Cbs	2	1	0	0
Cbx1	5	2	2	0
Cbx2	3	1	1	1
Cbx3	0	0	0	0
Cbx3-ps5	0	0	0	0
Cbx4	1	0	0	0
Cbx5	6	9	6	12
Cbx6	2	0	1	1
Cbx7	1	1	0	3
Cbx8	0	0	0	0
Cby1	0	0	1	0
Cby2	0	0	0	0
Cby3	0	0	0	0
Cc2d1a	0	0	1	0
Cc2d1b	2	1	0	0
Cc2d2a	0	0	0	0
Cc2d2b	0	0	0	0
Ccar1	2	1	2	2
Ccar2	1	0	0	0
Ccbe1	0	0	0	0
Ccdc102a	0	0	0	0
Ccdc103	0	0	0	0
Ccdc106	1	0	0	0
Ccdc107	0	0	1	2
Ccdc110	0	0	0	0
Ccdc112	0	0	0	0
Ccdc113	0	0	0	0
Ccdc115	0	0	0	0
Ccdc116	0	0	0	0
Ccdc117	2	2	0	0
Ccdc12	0	0	0	0
Ccdc120	0	2	1	0
Ccdc121	0	0	0	0
Ccdc121rt1	0	0	0	0
Ccdc121rt2	0	0	0	0
Ccdc121rt3	0	0	0	0
Ccdc122	0	0	0	0
Ccdc124	0	0	0	1
Ccdc125	0	0	0	0
Ccdc126	0	0	1	0
Ccdc127	0	0	2	1
Ccdc13	0	1	0	0
Ccdc134	1	0	1	0
Ccdc136	2	0	0	0
Ccdc137	0	0	1	0
Ccdc138	0	0	1	0
Ccdc14	1	1	1	1
Ccdc141	0	0	0	0
Ccdc142	0	0	0	0
Ccdc146	0	0	0	0
Ccdc148	0	0	0	0
Ccdc149	0	0	0	0
Ccdc15	1	0	0	0
Ccdc150	0	0	1	0
Ccdc152	0	0	0	0
Ccdc153	0	0	0	0
Ccdc154	0	0	0	0
Ccdc157	0	0	0	0
Ccdc158	0	0	0	0
Ccdc159	0	0	0	0
Ccdc160	0	0	0	0
Ccdc162	0	0	0	0
Ccdc163	0	1	0	0
Ccdc166	0	0	0	0
Ccdc167	0	0	0	0
Ccdc168	0	0	0	0
Ccdc169	0	0	0	0
Ccdc17	0	0	0	0
Ccdc170	0	0	0	0
Ccdc171	0	0	0	0
Ccdc172	0	0	0	0
Ccdc174	0	0	0	0
Ccdc175	0	0	0	0
Ccdc177	0	0	0	0
Ccdc178	0	0	0	0
Ccdc179	0	0	0	0
Ccdc18	0	0	0	0
Ccdc180	0	0	0	0
Ccdc181	0	0	0	0
Ccdc182	0	0	0	0
Ccdc183	0	0	0	0
Ccdc184	0	0	0	0
Ccdc185	0	0	0	0
Ccdc186	0	2	1	0
Ccdc187	0	0	0	0
Ccdc188	0	0	0	0
Ccdc190	0	0	0	0
Ccdc191	0	0	0	0
Ccdc192	0	0	0	0
Ccdc194	0	0	0	0
Ccdc196	0	0	0	0
Ccdc198	0	0	0	0
Ccdc200	0	0	0	0
Ccdc201	0	0	0	0
Ccdc202	0	0	0	0
Ccdc22	0	0	0	0
Ccdc24	0	0	0	0
Ccdc25	0	0	1	0
Ccdc27	0	0	0	0
Ccdc28a	0	0	0	0
Ccdc28b	1	1	0	0
Ccdc3	0	0	0	0
Ccdc30	0	0	0	0
Ccdc32	0	1	0	0
Ccdc33	0	0	0	0
Ccdc34	0	0	0	0
Ccdc34os	0	0	0	0
Ccdc38	0	0	0	0
Ccdc39	0	0	0	0
Ccdc40	0	0	0	0
Ccdc42	0	0	0	0
Ccdc42os	0	0	0	0
Ccdc43	0	0	0	0
Ccdc47	1	1	4	1
Ccdc50	1	1	0	0
Ccdc51	0	0	0	0
Ccdc54	0	0	0	0
Ccdc57	0	0	0	0
Ccdc59	1	0	0	1
Ccdc6	3	0	3	2
Ccdc60	0	0	0	0
Ccdc61	0	1	0	0
Ccdc62	0	1	0	0
Ccdc63	0	0	0	0
Ccdc65	0	0	0	0
Ccdc66	0	1	0	0
Ccdc68	0	0	0	0
Ccdc69	0	0	0	0
Ccdc70	0	0	0	0
Ccdc71	0	0	0	0
Ccdc71l	0	0	0	0
Ccdc73	0	0	0	0
Ccdc74a	0	0	0	0
Ccdc77	0	1	0	3
Ccdc78	0	0	0	0
Ccdc7a	0	0	0	0
Ccdc7b	0	0	0	0
Ccdc8	0	0	0	0
Ccdc80	0	0	0	0
Ccdc81	0	0	0	0
Ccdc82	1	0	0	0
Ccdc83	0	0	0	0
Ccdc85a	0	0	0	0
Ccdc85b	0	0	0	0
Ccdc85c	1	1	0	0
Ccdc86	0	1	0	1
Ccdc87	0	0	0	0
Ccdc88a	1	1	0	1
Ccdc88b	0	0	0	0
Ccdc88c	1	0	0	0
Ccdc89	0	0	0	0
Ccdc9	2	0	1	0
Ccdc90b	0	0	0	1
Ccdc91	0	0	0	0
Ccdc92	1	0	0	0
Ccdc92b	0	0	0	0
Ccdc93	0	0	3	1
Ccdc96	0	0	0	0
Ccdc97	1	0	0	1
Ccdc9b	0	0	0	0
Ccer1	0	0	0	0
Ccer2	0	0	0	0
Cchcr1	3	0	0	1
Ccin	0	0	0	0
Cck	0	0	0	0
Cckar	0	0	0	0
Cckbr	0	0	0	0
Ccl1	0	0	0	0
Ccl11	0	0	0	0
Ccl12	0	0	0	0
Ccl17	0	0	0	0
Ccl19	0	0	0	0
Ccl19-ps3	0	0	0	0
Ccl2	0	0	0	0
Ccl20	0	0	0	0
Ccl21a	0	0	0	0
Ccl21b	0	0	0	0
Ccl21d	0	0	0	0
Ccl21e	0	0	0	0
Ccl21f	0	0	0	0
Ccl22	0	0	0	0
Ccl24	0	0	0	0
Ccl25	0	0	0	1
Ccl26	0	0	0	0
Ccl27a	0	0	0	0
Ccl27al	0	0	0	0
Ccl27b	0	0	0	0
Ccl28	0	0	0	0
Ccl3	0	0	0	0
Ccl4	0	0	0	0
Ccl5	0	0	0	0
Ccl6	0	0	0	0
Ccl7	0	0	0	0
Ccl8	0	0	0	0
Ccl9	0	0	0	0
Ccm2	0	1	0	1
Ccm2l	0	0	0	0
Ccn1	3	4	2	1
Ccn2	0	0	0	0
Ccn3	0	0	0	0
Ccn4	0	1	1	0
Ccn5	0	0	0	0
Ccn6	0	0	0	0
Ccna1	0	0	0	0
Ccna2	2	5	2	1
Ccnb1	1	0	0	1
Ccnb1-ps	0	0	0	0
Ccnb1ip1	0	0	0	0
Ccnb2	0	0	3	1
Ccnb3	0	0	0	0
Ccnc	1	1	1	1
Ccnd1	0	1	1	1
Ccnd2	1	0	0	0
Ccnd3	3	1	3	2
Ccndbp1	0	2	1	1
Ccne1	1	2	2	1
Ccne2	1	0	0	0
Ccnf	5	1	2	2
Ccng1	6	2	3	14
Ccng2	1	0	2	0
Ccnh	0	0	0	1
Ccni	5	2	0	3
Ccnj	0	1	1	1
Ccnjl	0	0	0	1
Ccnk	0	2	0	0
Ccnl1	1	1	1	0
Ccnl2	1	1	0	0
Ccno	0	0	0	0
Ccnq	0	0	0	0
Ccnq-ps1	0	0	0	0
Ccnt1	1	3	1	1
Ccnt2	3	1	1	3
Ccny	0	0	0	0
Ccnyl1	0	0	0	0
Ccp110	0	1	0	1
Ccpg1	0	0	0	1
Ccr1	0	0	0	0
Ccr10	0	0	0	0
Ccr1l1	0	0	0	0
Ccr2	0	0	0	0
Ccr3	0	0	0	0
Ccr4	0	0	0	0
Ccr5	0	0	0	0
Ccr6	0	0	0	0
Ccr7	0	0	0	0
Ccr8	0	0	0	0
Ccr9	0	0	0	0
Ccrl2	0	0	0	0
Ccs	0	0	0	0
Ccsap	0	0	0	0
Ccser1	0	0	0	0
Ccser2	1	1	2	0
Cct2	4	8	5	10
Cct3	2	2	1	5
Cct3-ps1	0	0	0	0
Cct4	8	14	11	10
Cct5	7	6	5	6
Cct6a	5	4	12	9
Cct6b	0	0	0	0
Cct7	5	8	6	3
Cct8	9	7	3	6
Cct8l1	0	0	0	0
Ccz1	2	0	2	1
Cd101	0	0	0	0
Cd109	0	0	0	0
Cd14	0	0	0	0
Cd151	0	2	0	0
Cd160	0	0	0	0
Cd163	0	0	0	0
Cd164	7	5	6	6
Cd164l2	0	0	0	0
Cd177	0	0	0	0
Cd180	0	0	0	0
Cd19	0	0	0	0
Cd1d1	0	0	0	0
Cd1d2	0	0	0	0
Cd2	0	0	0	0
Cd200	0	0	0	0
Cd200l1	0	0	0	0
Cd200l2	0	0	0	0
Cd200r1	0	0	0	0
Cd200r2	0	0	0	0
Cd200r3	0	0	0	0
Cd200r4	0	0	0	0
Cd207	0	0	0	0
Cd209a	0	0	0	0
Cd209b	0	0	0	0
Cd209c	0	0	0	0
Cd209d	0	0	0	0
Cd209e	0	0	0	0
Cd209f	0	0	0	0
Cd209g	0	0	0	0
Cd22	0	0	0	0
Cd226	0	0	0	0
Cd244a	0	0	0	0
Cd247	0	0	0	0
Cd248	0	0	0	0
Cd24a	0	0	0	0
Cd27	0	0	0	0
Cd274	0	0	0	0
Cd276	2	0	3	4
Cd28	0	0	0	0
Cd2ap	2	0	0	3
Cd2bp2	1	0	1	1
Cd300a	1	0	0	1
Cd300c	0	0	0	0
Cd300c2	0	0	0	0
Cd300e	0	0	0	0
Cd300lb	0	0	0	0
Cd300ld	0	0	0	0
Cd300ld2	0	0	0	0
Cd300ld3	0	0	0	0
Cd300ld4	0	0	0	0
Cd300ld5	0	0	0	0
Cd300lf	0	0	0	0
Cd300lg	0	0	0	0
Cd302	0	0	0	0
Cd320	0	1	0	0
Cd33	0	0	0	0
Cd34	0	0	0	0
Cd36	0	0	0	0
Cd37	0	0	0	0
Cd38	0	0	0	0
Cd3d	0	0	0	0
Cd3e	0	0	0	0
Cd3g	0	0	0	0
Cd4	0	0	0	0
Cd40	0	0	0	0
Cd40lg	0	0	0	0
Cd44	0	0	0	0
Cd46	0	0	0	0
Cd47	1	0	0	0
Cd48	0	0	0	0
Cd5	0	0	0	0
Cd52	0	0	0	0
Cd53	0	0	0	0
Cd55	0	0	0	2
Cd55b	0	0	0	0
Cd55os	0	0	0	0
Cd59a	0	0	0	0
Cd59b	0	0	0	0
Cd5l	0	0	0	0
Cd6	0	0	0	0
Cd63	3	6	3	4
Cd63-ps	0	0	0	0
Cd68	0	1	0	0
Cd69	0	0	0	0
Cd7	0	0	0	0
Cd70	0	0	0	0
Cd72	0	0	0	0
Cd74	2	0	1	0
Cd79a	0	0	0	0
Cd79b	0	0	0	0
Cd80	0	0	0	0
Cd81	0	0	0	2
Cd82	1	0	1	0
Cd83	0	0	0	0
Cd84	0	0	0	0
Cd86	0	0	0	0
Cd8a	0	0	0	0
Cd8b1	0	0	0	0
Cd9	4	1	0	3
Cd93	0	0	0	0
Cd96	0	0	0	0
Cd99l2	0	0	1	0
Cda	0	0	0	0
Cdadc1	0	0	0	0
Cdan1	1	0	0	0
Cdc123	2	0	0	0
Cdc14a	1	0	0	1
Cdc14b	1	1	0	0
Cdc16	1	0	1	0
Cdc20	4	2	1	1
Cdc20b	0	0	0	0
Cdc23	1	1	1	1
Cdc25a	1	2	3	0
Cdc25b	0	0	0	0
Cdc25c	1	0	1	2
Cdc26	1	1	1	0
Cdc27	3	1	6	4
Cdc34	2	3	1	2
Cdc34b	0	0	0	0
Cdc37	3	1	0	2
Cdc37l1	2	0	3	1
Cdc40	0	1	1	1
Cdc42	4	3	5	2
Cdc42bpa	2	1	0	0
Cdc42bpb	2	4	1	6
Cdc42bpg	2	2	0	1
Cdc42ep1	0	0	0	0
Cdc42ep2	0	0	0	1
Cdc42ep3	1	1	0	0
Cdc42ep4	0	0	0	2
Cdc42ep5	0	0	0	0
Cdc42se1	1	2	0	1
Cdc42se2	2	3	1	2
Cdc45	0	0	0	1
Cdc5l	1	1	0	0
Cdc5lrt1	0	0	0	0
Cdc5lrt10	0	0	0	0
Cdc5lrt2-ps	0	0	0	0
Cdc5lrt3-ps	0	0	0	0
Cdc5lrt4	0	0	0	0
Cdc5lrt5	0	0	0	0
Cdc5lrt6	0	0	0	0
Cdc5lrt7	0	0	0	0
Cdc5lrt8	0	0	0	0
Cdc5lrt9	0	0	0	0
Cdc6	2	3	2	1
Cdc7	0	0	1	0
Cdc73	1	0	2	1
Cdca2	1	0	1	3
Cdca3	1	1	1	1
Cdca4	2	1	0	1
Cdca5	0	2	1	0
Cdca7	1	0	0	0
Cdca7l	0	0	0	0
Cdca8	0	3	1	0
Cdcp1	2	4	2	1
Cdcp2	0	0	0	0
Cdcp3	0	0	0	0
Cdh1	13	10	8	13
Cdh10	0	0	0	0
Cdh11	0	0	0	0
Cdh12	0	0	0	0
Cdh13	0	0	0	0
Cdh15	0	0	0	0
Cdh16	0	0	0	0
Cdh17	0	0	0	0
Cdh18	0	0	0	0
Cdh19	0	0	0	0
Cdh2	0	0	0	0
Cdh20	0	0	0	0
Cdh22	0	0	0	0
Cdh23	0	0	0	0
Cdh24	0	0	0	0
Cdh26	0	0	0	0
Cdh3	0	2	1	1
Cdh4	0	0	0	0
Cdh5	0	0	0	0
Cdh6	0	0	0	0
Cdh7	0	0	0	0
Cdh8	0	0	0	0
Cdh9	0	0	0	0
Cdhr1	0	0	0	0
Cdhr17	0	0	0	0
Cdhr18	0	0	0	0
Cdhr2	0	0	0	0
Cdhr3	0	0	0	0
Cdhr4	0	0	0	0
Cdhr5	0	0	0	0
Cdin1	1	1	2	1
Cdip1	1	1	0	1
Cdipt	0	0	0	0
Cdiptos	0	0	0	0
Cdk1	4	4	2	4
Cdk10	1	0	0	0
Cdk11b	1	0	1	2
Cdk12	7	4	3	0
Cdk13	3	1	2	0
Cdk14	0	0	0	0
Cdk15	0	0	0	0
Cdk16	1	2	0	0
Cdk17	2	0	0	0
Cdk18	0	0	0	0
Cdk19	0	0	0	0
Cdk2	1	0	2	1
Cdk20	0	0	0	0
Cdk2ap1	0	0	0	0
Cdk2ap1rt	0	0	0	0
Cdk2ap2	0	0	2	0
Cdk3	0	0	0	0
Cdk4	1	3	1	1
Cdk5	0	0	0	0
Cdk5r1	0	0	0	0
Cdk5r2	0	0	0	0
Cdk5rap1	0	1	0	0
Cdk5rap2	2	0	1	0
Cdk5rap3	0	0	0	0
Cdk6	0	0	0	0
Cdk7	0	0	1	2
Cdk8	1	2	1	1
Cdk9	1	1	1	0
Cdkal1	0	0	0	2
Cdkl1	0	0	0	0
Cdkl2	0	1	0	0
Cdkl3	0	0	0	0
Cdkl4	0	0	0	0
Cdkl5	0	0	0	0
Cdkn1a	0	1	0	1
Cdkn1b	1	0	1	0
Cdkn1c	1	1	0	0
Cdkn2a	0	0	0	0
Cdkn2aip	0	1	0	0
Cdkn2aipnl	0	0	2	0
Cdkn2b	1	0	0	0
Cdkn2c	0	0	0	0
Cdkn2d	0	0	0	0
Cdkn3	0	0	0	0
Cdnf	0	0	0	0
Cdo1	0	0	0	0
Cdon	0	0	2	0
Cdpf1	0	0	0	0
Cdr1os	0	0	0	0
Cdr2	0	0	1	0
Cdr2l	0	0	0	0
Cdrt4	0	0	0	0
Cdrt4os1	0	0	0	0
Cds1	0	0	0	0
Cds2	2	1	0	1
Cdsn	0	0	0	0
Cdt1	0	1	1	1
Cdv3	4	2	2	5
Cdx1	0	0	0	0
Cdx2	1	1	0	0
Cdx4	0	0	0	0
Cdyl	1	0	2	0
Cdyl2	0	0	0	0
Ceacam-ps1	0	0	0	0
Ceacam1	0	0	0	0
Ceacam10	0	0	0	0
Ceacam11	0	0	0	0
Ceacam12	0	0	0	0
Ceacam13	0	0	0	0
Ceacam14	0	0	0	0
Ceacam15	0	0	0	0
Ceacam16	0	0	0	0
Ceacam18	0	0	0	0
Ceacam19	0	0	0	0
Ceacam2	0	0	0	0
Ceacam20	0	0	0	0
Ceacam23	0	0	0	0
Ceacam3	0	0	0	0
Ceacam5	0	0	0	0
Ceacam9	0	0	0	0
Cebpa	0	0	0	1
Cebpb	0	0	1	0
Cebpd	0	0	0	0
Cebpe	0	0	0	0
Cebpg	0	0	1	1
Cebpz	4	0	1	2
Cebpzos	0	0	0	0
Cecr2	1	0	1	0
Cel	0	0	0	0
Cela1	0	0	0	0
Cela2a	0	0	0	0
Cela3a	0	0	0	0
Cela3b	0	0	0	0
Celf1	8	9	12	10
Celf2	0	0	0	0
Celf3	0	0	0	0
Celf4	0	0	0	0
Celf5	0	0	0	1
Celf6	0	0	0	0
Celrr	0	0	0	0
Celsr1	0	0	1	1
Celsr2	0	0	1	0
Celsr3	0	0	0	0
Cemip	0	0	0	0
Cemip2	9	6	7	9
Cenatac	0	0	0	1
Cend1	0	0	0	0
Cenpa	1	2	3	1
Cenpb	1	1	1	2
Cenpc1	1	0	0	0
Cenpe	6	2	4	4
Cenpf	6	5	2	12
Cenph	0	0	0	0
Cenpi	1	0	0	0
Cenpj	0	1	1	0
Cenpk	1	0	0	0
Cenpl	0	0	0	0
Cenpm	0	0	0	0
Cenpn	1	2	1	1
Cenpo	0	0	0	1
Cenpp	0	0	0	0
Cenpq	0	0	0	0
Cenps	0	0	1	0
Cenpt	0	0	1	0
Cenpu	0	0	0	0
Cenpv	0	0	0	0
Cenpw	1	0	0	0
Cenpx	0	0	1	1
Cep104	0	1	0	0
Cep112	1	0	1	0
Cep112it	0	0	0	0
Cep112os1	0	0	0	0
Cep120	0	1	2	1
Cep126	0	0	0	0
Cep128	1	0	0	1
Cep131	0	1	1	0
Cep135	1	1	1	0
Cep15	0	0	0	0
Cep152	0	0	1	0
Cep162	0	3	1	0
Cep164	0	0	0	1
Cep170	0	0	2	1
Cep170b	1	3	2	8
Cep19	0	0	0	0
Cep192	3	4	2	3
Cep20	1	0	0	0
Cep250	1	0	1	4
Cep290	0	0	0	1
Cep295	1	2	3	0
Cep295nl	0	0	0	0
Cep350	2	3	1	1
Cep41	0	1	0	1
Cep43	0	1	0	3
Cep44	0	0	2	0
Cep55	0	1	0	0
Cep57	0	1	1	2
Cep57l1	0	1	0	0
Cep63	1	0	0	0
Cep68	0	1	2	0
Cep70	0	0	2	0
Cep72	1	0	0	1
Cep76	0	0	0	0
Cep78	0	0	0	0
Cep83	0	0	1	1
Cep85	1	2	2	0
Cep85l	0	0	0	1
Cep89	0	1	0	0
Cep95	0	1	2	0
Cep97	0	0	0	0
Cept1	0	0	0	1
Cer1	0	0	0	0
Cercam	1	0	0	0
Cerk	0	0	0	0
Cerkl	0	0	0	0
Cerox1	0	0	0	0
Cers2	1	1	3	3
Cers3	0	0	0	0
Cers4	0	0	1	0
Cers5	0	1	0	2
Cers6	3	0	1	2
Cert1	1	0	1	2
Ces1a	0	0	0	0
Ces1b	0	0	0	0
Ces1c	0	0	0	0
Ces1d	0	0	0	0
Ces1e	0	0	0	0
Ces1f	0	0	0	0
Ces1g	0	0	0	0
